_id,keywords_en,keyword_hash,image_url,categories,tags
6576,bakery|bakeshop,dc90eebc,https://static.arasaac.org/pictograms/6576/6576_500.png,commercial building|baking|core vocabulary-place|core vocabulary-feeding,place|building|trade|feeding|food|ultra-processed food|dessert|baking|core vocabulary
6577,baker|bread maker,611d6f91,https://static.arasaac.org/pictograms/6577/6577_500.png,seller|baking,work|professional|seller|feeding|food|ultra-processed food|dessert|baking
6578,fire station|firehouse,8d5f67c1,https://static.arasaac.org/pictograms/6578/6578_500.png,service building|security and defense|signaling system,place|building|service building|work|tertiary sector|defense|security|communication|signaling system
6581,pass,1a1dc91c,https://static.arasaac.org/pictograms/6581/6581_500.png,verb|physical exercise,communication|language|verb|leisure|sport|physical exercise
6583,patisserie|bakeshop|confectioner,6eed0364,https://static.arasaac.org/pictograms/6583/6583_500.png,commercial building|baking,place|building|trade|feeding|food|ultra-processed food|dessert|baking
6584,baker|pastry cook,bb15c15a,https://static.arasaac.org/pictograms/6584/6584_500.png,seller|baking,work|professional|seller|feeding|food|ultra-processed food|dessert|baking
6585,roast turkey,fee3fa7b,https://static.arasaac.org/pictograms/6585/6585_500.png,gastronomy|christmas,feeding|food|gastronomy|event|popular event|christmas
6586,hit|beat|attack,fd5432c4,https://static.arasaac.org/pictograms/6586/6586_500.png,verb|disruptive behavior|gender violence,communication|language|verb|psychology|disruptive behavior|law|crime|gender violence
6587,hairdressing salon|barbershop|hairdresser's,70afed7a,https://static.arasaac.org/pictograms/6587/6587_500.png,commercial building|hairdresser|signaling system|core vocabulary-place|core vocabulary-work|core vocabulary-communication,place|building|trade|work|tertiary sector|personal services|hairdresser|communication|signaling system|core vocabulary
6588,hairdresser|hairstylist,82145ac9,https://static.arasaac.org/pictograms/6588/6588_500.png,professional|hairdresser|core vocabulary-work,work|professional|tertiary sector|personal services|hairdresser|core vocabulary
6589,perfumery|perfume store,d8234051,https://static.arasaac.org/pictograms/6589/6589_500.png,commercial building|hygiene product|signaling system,place|building|trade|object|hygiene product|hygiene|corporal hygiene|communication|signaling system
6590,fish shop|fishmonger's|fish market,4582b392,https://static.arasaac.org/pictograms/6590/6590_500.png,commercial building|fish,place|building|trade|feeding|food|animal-based food|fish
6591,fishmonger,5c258539,https://static.arasaac.org/pictograms/6591/6591_500.png,seller|fish,work|professional|seller|feeding|food|animal-based food|fish
6592,fish,83e4a96a,https://static.arasaac.org/pictograms/6592/6592_500.png,verb|outdoor activity|fishing,communication|language|verb|leisure|outdoor activity|work|primary sector|fishing
6593,break|chip|break up|smash,5f93ec8c,https://static.arasaac.org/pictograms/6593/6593_500.png,verb|work tool|construction,communication|language|verb|work|tool|secondary sector|construction
6594,stone|rock,ac9d8816,https://static.arasaac.org/pictograms/6594/6594_500.png,mineral origin material,material|raw material|mineral origin material
6595,paint,c1940aee,https://static.arasaac.org/pictograms/6595/6595_500.png,verb|construction,communication|language|verb|work|secondary sector|construction
6596,painter,0ba1ec3e,https://static.arasaac.org/pictograms/6596/6596_500.png,professional|construction,work|professional|secondary sector|construction
6597,poultry store|poulterer's store,ce8f7cb8,https://static.arasaac.org/pictograms/6597/6597_500.png,commercial building|meat,place|building|trade|feeding|food|animal-based food|meat
6598,poulterer|poultryman,abf1da58,https://static.arasaac.org/pictograms/6598/6598_500.png,seller|meat,work|professional|seller|feeding|food|animal-based food|meat
6599,defend|protect,2af95781,https://static.arasaac.org/pictograms/6599/6599_500.png,verb|group|social movement,communication|language|verb|person|group|sociology|social movement
6600,love,b5c0b187,https://static.arasaac.org/pictograms/6600/6600_500.png,usual verbs|core vocabulary-communication|person according to their age,communication|language|verb|usual verbs|core vocabulary|person
6601,kiosk attendant|newsstand clerk|newsvendor|newsagent|newspaper seller,96a71f45,https://static.arasaac.org/pictograms/6601/6601_500.png,seller|publication|mass media,work|professional|seller|object|publication|communication|mass media
6602,inhale|breathe in|inspire,4f95aba9,https://static.arasaac.org/pictograms/6602/6602_500.png,verb|respiratory system,communication|language|verb|human body|physiology|human physiology|respiratory system
6603,go round|turn|roll|go around|revolve,60df5cc0,https://static.arasaac.org/pictograms/6603/6603_500.png,verb,communication|language|verb
6604,break|snap|bust|crack,cc7cb561,https://static.arasaac.org/pictograms/6604/6604_500.png,verb|usual verbs|core vocabulary-communication,communication|language|verb|usual verbs|core vocabulary
6605,Saturday,8b705118,https://static.arasaac.org/pictograms/6605/6605_500.png,day,time|calendar|day
6606,exit|go out|get out|leave,4d3bf29b,https://static.arasaac.org/pictograms/6606/6606_500.png,verb|architectural element|building facility,communication|language|verb|architecture|building|architectural element|place|building facility
6607,jump|leap|hop,5f4d69aa,https://static.arasaac.org/pictograms/6607/6607_500.png,verb|physical exercise|usual verbs|core vocabulary-communication|core vocabulary-leisure,communication|language|verb|leisure|sport|physical exercise|usual verbs|core vocabulary
6608,jump rope|skip rope|skip|hop rope,ac12a133,https://static.arasaac.org/pictograms/6608/6608_500.png,verb|toy|sport material|physical exercise,communication|language|verb|leisure|sport|toy|sport material|physical exercise
6609,handshake|greeting|handshaking,43e798d5,https://static.arasaac.org/pictograms/6609/6609_500.png,verb|human response|polite set expression,communication|language|verb|psychology|human response|expression|polite set expression
6610,shake hands|greet,66c74312,https://static.arasaac.org/pictograms/6610/6610_500.png,verb|human response|polite set expression,communication|language|verb|psychology|human response|expression|polite set expression
6611,sit|sit down,47152e0e,https://static.arasaac.org/pictograms/6611/6611_500.png,verb|usual verbs|core vocabulary-work,communication|language|verb|usual verbs|object|furniture|core vocabulary|work
6612,indicate|point|point at,dcaf34c4,https://static.arasaac.org/pictograms/6612/6612_500.png,verb|educational task,communication|language|verb|education|educational task
6613,September,cc5d9056,https://static.arasaac.org/pictograms/6613/6613_500.png,month|core vocabulary-time,time|calendar|month|core vocabulary
6614,chair|seat,7aa9427d,https://static.arasaac.org/pictograms/6614/6614_500.png,furniture,object|furniture
6615,blow|blow out ,f75cbd7c,https://static.arasaac.org/pictograms/6615/6615_500.png,verb|birthday,communication|language|verb|event|social event|birthday
6616,suck in|suck up|sip,2092cb97,https://static.arasaac.org/pictograms/6616/6616_500.png,verb|beverage,communication|language|verb|feeding|food|beverage
6617,go upstairs|climb|go up|climb the stairs,5572b6ec,https://static.arasaac.org/pictograms/6617/6617_500.png,verb|architectural element|building facility,communication|language|verb|architecture|building|architectural element|place|building facility
6618,supermarket,46d7115f,https://static.arasaac.org/pictograms/6618/6618_500.png,commercial building|trade,place|building|trade|work|tertiary sector
6619,sanitary tampon|tampon,426cb221,https://static.arasaac.org/pictograms/6619/6619_500.png,hygiene product|intimate hygiene|routine,object|hygiene product|hygiene|corporal hygiene|human body|intimate hygiene|person|routine
6620,dye,778c378f,https://static.arasaac.org/pictograms/6620/6620_500.png,verb|clothes,communication|language|verb|object|fashion|clothes
6621,sweet shop|candy store|confectionary,8d40c946,https://static.arasaac.org/pictograms/6621/6621_500.png,commercial building|sweets,place|building|trade|feeding|food|ultra-processed food|sweets
6622,furniture shop|furniture store,a08fdd1c,https://static.arasaac.org/pictograms/6622/6622_500.png,commercial building|furniture|signaling system,place|building|trade|object|furniture|communication|signaling system
6623,clothes shop|clothing store|boutique,37482d84,https://static.arasaac.org/pictograms/6623/6623_500.png,commercial building|clothes,place|building|trade|object|fashion|clothes
6624,work,67e92c87,https://static.arasaac.org/pictograms/6624/6624_500.png,usual verbs|professional|educational task|core vocabulary-communication|core vocabulary-work|core vocabulary-education,communication|language|verb|usual verbs|work|professional|education|educational task|core vocabulary
6625,you,639bae9a,https://static.arasaac.org/pictograms/6625/6625_500.png,pronoun|personal pronoun|core vocabulary-knowledge,communication|language|pronoun|personal pronoun|core vocabulary
6626,watch television|watch TV,d25580b6,https://static.arasaac.org/pictograms/6626/6626_500.png,verb|electrical appliance,communication|language|verb|object|appliance|electrical appliance|home
6627,dress|get dressed,1ad8409f,https://static.arasaac.org/pictograms/6627/6627_500.png,usual verbs|basic needs|routine|core vocabulary-communication|core vocabulary-object|core vocabulary-living being|fashion|clothes|accessories,communication|language|verb|usual verbs|object|fashion|clothes|person|basic needs|routine|core vocabulary|accessories
6628,traveler|traveller,d6c11a56,https://static.arasaac.org/pictograms/6628/6628_500.png,tourism|land transport,work|tertiary sector|tourism|movement|traffic|mode of transport|land transport
6629,Friday,c33b138a,https://static.arasaac.org/pictograms/6629/6629_500.png,day,time|calendar|day
6630,return|turn|turn around|turn,fa03beb0,https://static.arasaac.org/pictograms/6630/6630_500.png,usual verbs|core vocabulary-communication,communication|language|verb|usual verbs|core vocabulary
6631,vote,4ca5d171,https://static.arasaac.org/pictograms/6631/6631_500.png,verb|election,communication|language|verb|work|tertiary sector|political representation|election
6632,I|me|for me,e8c9588a,https://static.arasaac.org/pictograms/6632/6632_500.png,pronoun|personal pronoun|core vocabulary-communication,communication|language|pronoun|personal pronoun|core vocabulary
6633,shoe shop|shoe store,09aa0ca1,https://static.arasaac.org/pictograms/6633/6633_500.png,commercial building|footwear|signaling system,place|building|trade|object|fashion|footwear|communication|signaling system
6634,shoemaker|cobbler,b915b59d,https://static.arasaac.org/pictograms/6634/6634_500.png,seller|footwear,work|professional|seller|object|fashion|footwear
6635,unscrew,bd372a5f,https://static.arasaac.org/pictograms/6635/6635_500.png,verb|work tool,communication|language|verb|work|tool
6636,disinfect,9c82a794,https://static.arasaac.org/pictograms/6636/6636_500.png,medical procedure|verb,health|medicine|medical procedure|communication|language|verb
6637,illness|sickness,67d67983,https://static.arasaac.org/pictograms/6637/6637_500.png,disease,health|medicine|disease
6638,pump|inflator,4fce1c64,https://static.arasaac.org/pictograms/6638/6638_500.png,cycling,leisure|sport|cycling
6639,Science's books|Science books|Natural Science books,e67e3dfa,https://static.arasaac.org/pictograms/6639/6639_500.png,library science,library science
6640,Social Sciences' books|Social Sciences books,45138acf,https://static.arasaac.org/pictograms/6640/6640_500.png,library science,library science
6641,books,7d8949bc,https://static.arasaac.org/pictograms/6641/6641_500.png,educational material|library science,education|educational material|library science
6642,Poetry and Art's books|Poetry and Art books,84b9d32f,https://static.arasaac.org/pictograms/6642/6642_500.png,library science,library science
6643,ride|mount|sit,e54ddf8d,https://static.arasaac.org/pictograms/6643/6643_500.png,verb|horse riding|equine-assisted therapy,communication|language|verb|leisure|sport|horse riding|animal|animal-assisted therapy|equine-assisted therapy
6644,custard,2ef71551,https://static.arasaac.org/pictograms/6644/6644_500.png,dessert,feeding|food|ultra-processed food|dessert
6645,reading corner|reading room,7b0aa79e,https://static.arasaac.org/pictograms/6645/6645_500.png,educational space|library science,education|educational space|library science
